"","age","race","gender","educ","pid3","pid7","ideo5","newsint","treatment","Legit_Trust","Legit_Fair","Strong_Exec","Pres_No_Others","Checks_Balances","female"
"185","45-64","Multiracial",1,"4-year College Degree","Republican",6,"Conservative","Medium","Diverse",0.833333333333333,0.75,0.333333333333333,0,0,"Male"
"186","30-44","Asian",1,"Some College","Independent",4,"Moderate","Medium","Diverse But Critiqued",0,0.5,0.333333333333333,0,0,"Male"
"187","18-29","Middle Eastern",1,"Some College","Democrat",1,"Very Liberal","High","Diverse",0,0,0.333333333333333,0.333333333333333,0.333333333333333,"Male"
"188","18-29","Black",1,"4-year College Degree","Democrat",2,"Liberal","Medium","Diverse",0.833333333333333,0.75,0.833333333333333,0.833333333333333,0.166666666666667,"Male"
"189","18-29","White",1,"High School Graduate","Democrat",1,"Liberal","High","Diverse But Critiqued",0.5,0.5,0.5,0.666666666666667,0.166666666666667,"Male"
"190","65+","White",2,"Some College","Republican",6,"Conservative","None","Control",0.666666666666667,0.75,0.333333333333333,0.166666666666667,0.166666666666667,"Female"
"191","65+","White",2,"Some College","Independent",4,"Moderate","Medium","Diverse",0.833333333333333,0.75,0.833333333333333,0.166666666666667,0,"Female"
"192","18-29","White",2,"Some College","Independent",3,"Very Liberal","None","Diverse But Critiqued",0.166666666666667,0,0.666666666666667,0.166666666666667,0.166666666666667,"Female"
"193","30-44","White",1,"4-year College Degree","Democrat",1,"Liberal","High","Control",1,1,1,1,0.666666666666667,"Male"
"194","65+","White",2,"Post-Graduate Degree","Independent",3,"Very Liberal","High","Control",0.333333333333333,0.5,0.333333333333333,0.666666666666667,0.333333333333333,"Female"
"195","30-44","White",1,"2-year College Degree","Republican",7,"Moderate","Low","Diverse",0.5,0.5,0.666666666666667,0.333333333333333,0.333333333333333,"Male"
"196","18-29","White",2,"4-year College Degree","Democrat",1,"Liberal","Low","Diverse But Critiqued",0.833333333333333,0.75,0.833333333333333,0.5,0.5,"Female"
"197","30-44","Hispanic",1,"4-year College Degree","Independent",4,"Moderate","Low","Diverse But Critiqued",0.333333333333333,0.5,0.5,0.5,0.5,"Male"
"198","65+","White",2,"Some College","Democrat",2,"Moderate","Medium","Diverse",0.666666666666667,0.75,0.5,0.333333333333333,0,"Female"
"199","30-44","Hispanic",1,"4-year College Degree","Independent",4,"Moderate","Low","Diverse",0.333333333333333,0.5,0.5,0.5,0.666666666666667,"Male"
"200","18-29","Black",1,"4-year College Degree","Democrat",2,"Liberal","Medium","Control",0.833333333333333,0.75,1,0.166666666666667,0.166666666666667,"Male"
"201","30-44","Hispanic",1,"4-year College Degree","Independent",4,"Moderate","Low","Diverse But Critiqued",0.5,0.5,0.5,0.5,0.666666666666667,"Male"
"202","18-29","White",1,"High School Graduate","Democrat",1,"Liberal","Medium","Diverse",0.833333333333333,0.75,0.666666666666667,0.666666666666667,0.166666666666667,"Male"
"203","18-29","Black",2,"4-year College Degree","Republican",7,"Very Conservative","Medium","Control",1,1,1,0,0,"Female"
"204","18-29","Asian",1,"4-year College Degree","Democrat",1,"Very Liberal","High","Diverse But Critiqued",0.333333333333333,0.25,0.5,0.666666666666667,0.333333333333333,"Male"
"205","18-29","Middle Eastern",1,"Some College","Democrat",1,"Moderate","Don't Know","Control",1,0.75,0.833333333333333,0.333333333333333,0.833333333333333,"Male"
"206","18-29","White",2,"4-year College Degree","Democrat",2,"Conservative","Medium","Diverse",0.833333333333333,1,0.833333333333333,1,0,"Female"
"207","65+","White",1,"4-year College Degree","Republican",7,"Very Conservative","High","Control",0.5,0.5,0.5,0.166666666666667,0.5,"Male"
"208","30-44","Native American",1,"Some College","Not Sure",8,"Moderate","High","Diverse",0.666666666666667,0.75,1,0.5,0,"Male"
"209","65+","White",2,"4-year College Degree","Democrat",1,"Very Liberal","Medium","Diverse But Critiqued",0.333333333333333,0.25,0.333333333333333,0.5,0.166666666666667,"Female"
"210","18-29","White",1,"4-year College Degree","Democrat",1,"Very Liberal","Medium","Diverse",0.833333333333333,0.75,0.333333333333333,0.166666666666667,0,"Male"
"211","45-64","White",2,"2-year College Degree","Democrat",1,"Very Liberal","Medium","Diverse But Critiqued",0.333333333333333,0.25,0.333333333333333,0.666666666666667,0.166666666666667,"Female"
"212","30-44","Multiracial",2,"Some College","Independent",4,"Conservative","None","Diverse But Critiqued",0.666666666666667,0.75,0.833333333333333,0.333333333333333,0.333333333333333,"Female"
"213","30-44","Hispanic",2,"4-year College Degree","Independent",4,"Moderate","Low","Diverse",0.5,0.25,0.5,0.5,0.5,"Female"
"214","65+","White",2,"4-year College Degree","Democrat",2,"Conservative","High","Control",0.333333333333333,0.75,1,0.833333333333333,0,"Female"
"215","65+","White",1,"4-year College Degree","Republican",7,"Very Conservative","High","Diverse But Critiqued",0.5,0.5,0,0,0,"Male"
"216","30-44","White",1,"Some College","Democrat",1,"Very Liberal","High","Control",0.666666666666667,0.25,0.333333333333333,0,0,"Male"
"217","18-29","White",1,"Less than a High School Diploma","Democrat",1,"Liberal","None","Diverse But Critiqued",0.833333333333333,0.75,0,0.5,0.333333333333333,"Male"
"218","18-29","White",1,"4-year College Degree","Democrat",1,"Moderate","Medium","Diverse",0.833333333333333,0.75,0.5,0.666666666666667,0.5,"Male"
"219","18-29","White",1,"4-year College Degree","Independent",5,"Conservative","Medium","Control",0.333333333333333,0.25,0.333333333333333,0.333333333333333,0,"Male"
"220","45-64","Other",1,"High School Graduate","Independent",5,"Conservative","High","Control",0.666666666666667,0.5,0,0,0,"Male"
"221","18-29","Hispanic",1,"Less than a High School Diploma","Democrat",1,"Very Liberal","High","Diverse But Critiqued",0.166666666666667,0.25,0.666666666666667,0.666666666666667,0.166666666666667,"Male"
"222","18-29","White",2,"Post-Graduate Degree","Republican",6,"Conservative","Low","Control",0.5,0.5,0.333333333333333,0.333333333333333,0.333333333333333,"Female"
"223","18-29","White",1,"4-year College Degree","Democrat",2,"Liberal","High","Diverse",0.666666666666667,0.5,0.5,0.666666666666667,0.5,"Male"
"224","18-29","White",2,"Post-Graduate Degree","Democrat",2,"Conservative","Medium","Diverse",1,1,1,0.833333333333333,0.166666666666667,"Female"
"225","30-44","Hispanic",1,"4-year College Degree","Democrat",1,"Very Liberal","High","Control",0.333333333333333,0.25,0.666666666666667,0,0,"Male"
"226","18-29","White",2,"4-year College Degree","Democrat",1,"Liberal","High","Control",0.333333333333333,0.25,0.166666666666667,0.166666666666667,0.166666666666667,"Female"
"227","30-44","Other",2,"Some College","Democrat",1,"Very Liberal","None","Diverse",0.666666666666667,0.75,0.666666666666667,0.5,0.166666666666667,"Female"
"228","18-29","Hispanic",1,"Some College","Independent",4,"Moderate","Low","Diverse But Critiqued",0.5,0.5,0.5,0.5,0.5,"Male"
"229","30-44","Black",1,"Post-Graduate Degree","Democrat",2,"Moderate","High","Control",1,1,1,1,0,"Male"
"230","65+","White",1,"Post-Graduate Degree","Independent",4,"Conservative","High","Diverse",0,0,0.666666666666667,0,0,"Male"
"231","45-64","White",2,"4-year College Degree","Democrat",2,"Liberal","High","Diverse",0.333333333333333,0.5,0.333333333333333,0.166666666666667,0.333333333333333,"Female"
"232","18-29","White",2,"Post-Graduate Degree","Democrat",2,"Conservative","High","Control",0.833333333333333,0.75,0.833333333333333,1,0.166666666666667,"Female"
"233","18-29","Black",1,"4-year College Degree","Democrat",1,"Very Liberal","High","Diverse But Critiqued",1,1,1,1,0,"Male"
"234","18-29","White",2,"4-year College Degree","Republican",7,"Very Conservative","Medium","Diverse But Critiqued",1,1,0.833333333333333,0.666666666666667,0.166666666666667,"Female"
"235","18-29","White",2,"4-year College Degree","Democrat",1,"Moderate","Low","Diverse",0.833333333333333,0.75,0.666666666666667,0.5,0.5,"Female"
"236","65+","White",1,"Less than a High School Diploma","Independent",5,"Conservative","High","Control",0.333333333333333,0.5,1,0,0,"Male"
"237","65+","Multiracial",1,"Post-Graduate Degree","Republican",7,"Conservative","High","Diverse But Critiqued",0,0,0,0,0,"Male"
"238","65+","White",2,"4-year College Degree","Independent",3,"Moderate","High","Diverse But Critiqued",0.666666666666667,0.5,0.666666666666667,0.333333333333333,0,"Female"
"239","18-29","White",2,"4-year College Degree","Republican",7,"Very Conservative","Medium","Control",0,0,0,0,0,"Female"
"240","65+","White",2,"4-year College Degree","Independent",5,"Conservative","High","Diverse But Critiqued",0.333333333333333,0.5,0,0.5,0.833333333333333,"Female"
"241","18-29","Hispanic",2,"Post-Graduate Degree","Democrat",2,"Liberal","Low","Diverse",0.833333333333333,0.75,0.833333333333333,0.166666666666667,0,"Female"
"242","18-29","White",1,"High School Graduate","Democrat",2,"Moderate","Medium","Diverse But Critiqued",0.833333333333333,0.75,0.666666666666667,0.833333333333333,0.166666666666667,"Male"
"243","65+","White",1,"Some College","Independent",5,"Conservative","Medium","Diverse But Critiqued",0.333333333333333,0.5,0.666666666666667,0.666666666666667,0.166666666666667,"Male"
"244","18-29","White",2,"4-year College Degree","Democrat",1,"Moderate","High","Diverse",0.833333333333333,1,0.833333333333333,0.666666666666667,0.166666666666667,"Female"
"245","65+","White",1,"High School Graduate","Independent",5,"Moderate","High","Control",0.333333333333333,0.5,0.666666666666667,0.166666666666667,0.166666666666667,"Male"
"246","65+","White",1,"High School Graduate","Independent",5,"Very Conservative","High","Diverse",0.166666666666667,0.25,0.166666666666667,0.333333333333333,0.333333333333333,"Male"
"247","30-44","White",2,"4-year College Degree","Independent",5,"Liberal","Medium","Control",0.833333333333333,0.75,0.833333333333333,1,0.333333333333333,"Female"
"248","18-29","White",2,"4-year College Degree","Independent",4,"Very Liberal","High","Control",0.333333333333333,0.25,0.5,0.333333333333333,0.166666666666667,"Female"
"249","65+","White",2,"4-year College Degree","Independent",5,"Conservative","Medium","Diverse But Critiqued",0.333333333333333,0.5,0.333333333333333,0.166666666666667,0,"Female"
"250","18-29","Multiracial",1,"4-year College Degree","Independent",3,"Very Liberal","High","Diverse",0.333333333333333,0.25,0.666666666666667,0.833333333333333,0.333333333333333,"Male"
"251","65+","White",2,"4-year College Degree","Independent",4,"Moderate","Medium","Control",0.5,0.75,0.333333333333333,0,0,"Female"
"252","45-64","White",1,"High School Graduate","Republican",6,"Conservative","High","Diverse But Critiqued",0.333333333333333,0.5,0.333333333333333,0,0,"Male"
"253","30-44","White",2,"Post-Graduate Degree","Republican",7,"Liberal","Low","Diverse But Critiqued",1,0.75,0.833333333333333,0.333333333333333,0.333333333333333,"Female"
"254","65+","White",1,"4-year College Degree","Democrat",2,"Moderate","Medium","Control",0.666666666666667,0.25,0.666666666666667,0.333333333333333,0.5,"Male"
"255","65+","White",2,"Post-Graduate Degree","Independent",4,"Conservative","High","Diverse",0,0,0,0,0,"Female"
"256","45-64","White",1,"Post-Graduate Degree","Republican",7,"Very Conservative","High","Diverse",0.666666666666667,0.5,0,1,0,"Male"
"257","18-29","Multiracial",2,"2-year College Degree","Democrat",1,"Very Liberal","High","Control",0.166666666666667,0.25,0.333333333333333,0.333333333333333,0.166666666666667,"Female"
"258","30-44","White",2,"High School Graduate","Independent",4,"Moderate","Low","Diverse",0.333333333333333,0.5,0.5,0.5,0,"Female"
"259","30-44","White",2,"Some College","Not Sure",8,"Not Sure","Don't Know","Control",0.5,0.5,0.5,0.5,0.5,"Female"
"260","65+","White",1,"Some College","Democrat",1,"Very Liberal","High","Diverse But Critiqued",0.5,0.25,0.666666666666667,0.166666666666667,0,"Male"
"261","30-44","White",1,"Some College","Democrat",1,"Very Liberal","Medium","Diverse",0.666666666666667,1,1,0.666666666666667,0.166666666666667,"Male"
"262","65+","White",1,"Post-Graduate Degree","Democrat",1,"Very Liberal","Medium","Diverse But Critiqued",0.166666666666667,0.25,0.5,0.5,0.166666666666667,"Male"
"263","65+","White",1,"4-year College Degree","Independent",4,"Moderate","High","Diverse But Critiqued",0,0,0.166666666666667,0,0,"Male"
"264","65+","White",1,"Post-Graduate Degree","Republican",7,"Conservative","High","Control",1,1,0,0,0,"Male"
"265","30-44","White",1,"High School Graduate","Democrat",2,"Liberal","Medium","Diverse But Critiqued",0.5,0.5,0.333333333333333,0.333333333333333,0.333333333333333,"Male"
"266","65+","White",2,"4-year College Degree","Democrat",1,"Very Liberal","High","Diverse But Critiqued",0.333333333333333,0.25,0.833333333333333,0.333333333333333,0,"Female"
"267","45-64","Multiracial",1,"2-year College Degree","Democrat",1,"Moderate","High","Control",0.5,0.5,0.5,0.5,0,"Male"
"268","65+","White",2,"4-year College Degree","Democrat",2,"Liberal","High","Control",0.333333333333333,0.75,0.166666666666667,0.166666666666667,0.166666666666667,"Female"
"269","65+","White",2,"Some College","Democrat",1,"Liberal","Medium","Diverse",0.5,0.25,0.666666666666667,0.333333333333333,0,"Female"
"270","30-44","Asian",1,"Post-Graduate Degree","Independent",4,"Moderate","High","Diverse But Critiqued",0.666666666666667,0.75,0.666666666666667,0.333333333333333,0,"Male"
"271","65+","White",1,"2-year College Degree","Democrat",1,"Very Liberal","High","Diverse",0.5,0,0.333333333333333,0.333333333333333,0,"Male"
"272","18-29","White",2,"Some College","Democrat",1,"Very Conservative","Low","Diverse",0.666666666666667,0.25,1,0.666666666666667,0.333333333333333,"Female"
"273","18-29","Middle Eastern",1,"Some College","Independent",3,"Moderate","Low","Control",0.333333333333333,0.5,0.833333333333333,0.5,0,"Male"
"274","45-64","White",2,"4-year College Degree","Democrat",1,"Very Liberal","High","Control",0.166666666666667,0.25,0,0.166666666666667,0.166666666666667,"Female"
"275","65+","White",2,"4-year College Degree","Democrat",1,"Liberal","High","Diverse But Critiqued",0.166666666666667,0,0.833333333333333,0.166666666666667,0.166666666666667,"Female"
"276","18-29","Native American",1,"2-year College Degree","Independent",4,"Moderate","Medium","Diverse",0.333333333333333,0.5,0.5,0.333333333333333,0,"Male"
"277","45-64","White",2,"Some College","Independent",3,"Liberal","High","Control",0.333333333333333,0.25,0.666666666666667,0.333333333333333,0.166666666666667,"Female"
"278","45-64","White",2,"High School Graduate","Not Sure",8,"Not Sure","Don't Know","Diverse",0.5,0.5,0.5,0.5,0.5,"Female"
"279","18-29","Black",2,"High School Graduate","Democrat",1,"Conservative","None","Diverse",0.833333333333333,0,0.833333333333333,0.666666666666667,0.166666666666667,"Female"
"280","65+","White",1,"4-year College Degree","Republican",7,"Conservative","High","Control",0.833333333333333,1,0,0,0.333333333333333,"Male"
"281","65+","White",2,"High School Graduate","Democrat",1,"Moderate","High","Diverse But Critiqued",0.166666666666667,0,0.666666666666667,0.166666666666667,0.333333333333333,"Female"
"282","65+","White",1,"4-year College Degree","Republican",7,"Very Conservative","High","Control",0.166666666666667,0.5,0,0.333333333333333,0.166666666666667,"Male"
"283","65+","White",1,"Post-Graduate Degree","Independent",5,"Conservative","High","Diverse",0.333333333333333,0.5,0.666666666666667,1,0,"Male"
"284","65+","White",1,"Some College","Independent",5,"Conservative","High","Diverse But Critiqued",0.333333333333333,1,0,0,0,"Male"
"285","30-44","White",2,"2-year College Degree","Democrat",2,"Very Liberal","Medium","Control",0.5,0.5,0.666666666666667,0.5,0.5,"Female"
"286","30-44","White",2,"4-year College Degree","Republican",7,"Very Conservative","High","Diverse",0.166666666666667,0.5,0,0,0,"Female"
"287","18-29","White",2,"4-year College Degree","Democrat",1,"Moderate","High","Diverse",1,0.75,0.833333333333333,0.833333333333333,0.166666666666667,"Female"
"288","45-64","White",2,"Some College","Republican",7,"Conservative","High","Control",0,0.5,0,0,0,"Female"
"289","65+","White",2,"2-year College Degree","Democrat",1,"Liberal","High","Control",0.666666666666667,0.25,0.333333333333333,0.166666666666667,0,"Female"
"290","65+","White",2,"4-year College Degree","Democrat",2,"Liberal","High","Diverse But Critiqued",0.5,0.5,0.333333333333333,0.666666666666667,0,"Female"
"291","45-64","Hispanic",2,"Post-Graduate Degree","Independent",3,"Moderate","High","Diverse",0,0.25,0.666666666666667,0.166666666666667,0,"Female"
